Company number, Job Title, Industry, Main Company Interest, Country,Country Region,Channel Group (Inbound),Device Category, Num of Employees, Signup Timestamp Date, Conversion to Mql Timestamp Date, First Demo Date Date, Conversion to Paid Timestamp Date, Arr At Conversion
1155,Security,security,general,United States of America,NorthAmerica,cpc-google,Mobile,150,11/06/2024,,,,
1156,HR,beautySpa,scheduling,Malaysia,APAC,cpc-google,PC,150,11/06/2024,,,,
1157,Director,hospitality,taskManagement,Spain,Europe,cpc-google,PC,20,11/06/2024,,,,
1158,Owner and manager,healthcare,general,South Africa,Africa,partnerships-partnerstack,PC,20,11/06/2024,11/06/2024,,25/06/2024,588
1159,CEO,construction,scheduling,United Kingdom,Europe,organic,PC,40,11/06/2024,,14/06/2024,,
1160,Enc. Tecnologia,other,general,Dominican Republic,NorthAmerica,direct,PC,75,11/06/2024,,,,
1161,Managing Director,healthcare,general,India,APAC,cpc-google,PC,20,11/06/2024,,,,
1162,General Manager,foodBeverages,general,United Kingdom,Europe,cpc-google_pmax,PC,20,11/06/2024,12/06/2024,14/06/2024,19/06/2024,588
1163,Head Pre Sales,realEstate,timeTracking,India,APAC,organic,PC,20,11/06/2024,,,,
1164,Marketing Executive,healthcare,taskManagement,United Kingdom,Europe,cpc-google_pmax,Mobile,20,11/06/2024,,,,
1165,IT Operations,education,general,Canada,NorthAmerica,insite,PC,75,11/06/2024,,,,
1166,GM,foodBeverages,general,United States of America,NorthAmerica,mobile,Mobile,20,11/06/2024,19/06/2024,,,
1167,House cleaner,cleaning,general,United States of America,NorthAmerica,mobile,Mobile,20,11/06/2024,,,,
1168,Admin,retail,general,India,APAC,cpc-pmp,PC,40,11/06/2024,,,,
1169,HR,education,scheduling,Philippines,APAC,cpc-google,PC,75,11/06/2024,,,,
1170,Owner,cleaning,schedule,United States of America,NorthAmerica,cpc-google,PC,20,11/06/2024,,,,
1171,Intern,healthcare,scheduling,Israel,Israel,cpc-pmp,Mobile,40,11/06/2024,,,,
1172,HR Manager,other,timeTracking,Ireland,Europe,cpc-Bingpaid,PC,40,11/06/2024,,14/06/2024,,
1173,Bookkeeper,healthcare,timeTracking,United States of America,NorthAmerica,organic,PC,20,11/06/2024,11/06/2024,,,
1174,Zubxbc,security,timeClock,Bangladesh,APAC,mobile,Mobile,40,11/06/2024,,,,
1175,Head of People Operations,staffing,timeOff,Mexico,NorthAmerica,cpc-pmp,PC,40,11/06/2024,11/06/2024,,,
1176,PCA,healthcare,general,Australia,APAC,mobile,Mobile,"3,000",11/06/2024,,,,
1177,Propriétaire,construction,schedule,United States of America,NorthAmerica,mobile,Mobile,20,11/06/2024,,,,
1178,President,logistics,scheduling,United States of America,NorthAmerica,cpc-Bingpaid,PC,150,11/06/2024,11/06/2024,02/07/2024,,
1179,Owner,foodBeverages,general,United States of America,NorthAmerica,cpc-google,PC,20,11/06/2024,11/06/2024,,24/06/2024,348
1180,Owner,construction,timeClock,United States of America,NorthAmerica,cpc-google_pmax,Mobile,20,11/06/2024,11/06/2024,17/06/2024,22/06/2024,"1,428"
1181,Owner,retail,general,United States of America,NorthAmerica,organic,Mobile,20,11/06/2024,,,,
1182,Supervisor,healthcare,checklists,United States of America,NorthAmerica,cpc-google,PC,75,11/06/2024,,,,
1183,Admin,healthcare,general,Australia,APAC,organic,PC,150,11/06/2024,,,,
1184,Employee,construction,timeTracking,United States of America,NorthAmerica,cpc-google,PC,75,11/06/2024,11/06/2024,,,
1185,Company &Administrator,other,timeTracking,Canada,NorthAmerica,cpc-google_pmax,PC,150,11/06/2024,11/06/2024,,,
1186,Digital Marketing Manager,other,timeTracking,United Arab Emirates,ArabStates,cpc-google,PC,20,11/06/2024,,,,
1187,Accountant,education,general,United Kingdom,Europe,cpc-google,PC,20,11/06/2024,,,,
1188,Program Coordinator,foodBeverages,timeTracking,United States of America,NorthAmerica,,Mobile,20,11/06/2024,,17/06/2024,,
1189,hdfghd,security,schedule,Egypt,ArabStates,,Mobile,20,11/06/2024,,,,
1190,Field representative,other,general,United States of America,NorthAmerica,mobile,Mobile,40,11/06/2024,,,,
1191,Manager,healthcare,"timeClock,schedule",Georgia,APAC,organic,PC,75,11/06/2024,,,,
1192,CEO,construction,scheduling,Philippines,APAC,cpc-google,PC,75,11/06/2024,,,,
1193,Coordinator,fieldServices,general,Sri Lanka,APAC,organic,PC,75,11/06/2024,,,,
1194,IT,cleaning,general,United States of America,NorthAmerica,organic,PC,150,11/06/2024,,,,
1195,dukgff,healthcare,timeClock,Western Sahara,other,mobile,Mobile,40,11/06/2024,,,,
1196,President,cleaning,general,United States of America,NorthAmerica,cpc-google,PC,75,11/06/2024,,,,
1197,IT,manufacturing,general,Portugal,Europe,cpc-google,PC,20,11/06/2024,,,,
1198,Manager,other,general,United States of America,NorthAmerica,cpc-google_brand,PC,20,11/06/2024,11/06/2024,,25/06/2024,420
1199,Aydante general,construction,"timeClock,schedule",Mexico,NorthAmerica,mobile,Mobile,20,11/06/2024,,,,
1200,Director,security,scheduling,United Kingdom,Europe,cpc-google,PC,75,11/06/2024,,,,
1201,Operations Manager,cleaning,general,Australia,APAC,cpc-google_brand,PC,20,11/06/2024,,13/06/2024,,
1202,מנהל צוות,npo,general,Israel,Israel,mobile,Mobile,20,11/06/2024,,,,
1203,Housing Manager,other,scheduling,Canada,NorthAmerica,cpc-google,PC,20,11/06/2024,,,,
1204,CEO,construction,timeClock,Qatar,ArabStates,cpc-google,PC,75,11/06/2024,11/06/2024,,,
1205,Community - Sky Squad,events,scheduling,United States of America,NorthAmerica,organic,PC,20,11/06/2024,11/06/2024,13/06/2024,,
1206,Trader,manufacturing,general,China,APAC,cpc-google,PC,150,11/06/2024,,,,
1207,Manager,healthcare,scheduling,United Kingdom,Europe,cpc-google,Mobile,20,11/06/2024,,,,
1208,Partner,construction,"timeClock,schedule",United States of America,NorthAmerica,cpc-google_brand,PC,20,11/06/2024,11/06/2024,,13/06/2024,588
1209,Crew member,construction,general,United States of America,NorthAmerica,cpc-google,Mobile,20,11/06/2024,,,,
1210,Operations Consultant,retail,general,United States of America,NorthAmerica,organic,PC,40,11/06/2024,,,12/06/2024,"2,964"
1211,marquez,foodBeverages,schedule,Spain,Europe,partnerships-partnerstack,PC,20,11/06/2024,,,,
1212,SALES DIRECTOR,retail,checklists,Greece,Europe,cpc-google,PC,40,11/06/2024,,,,
1213,Managing Director,construction,general,Qatar,ArabStates,cpc-google,PC,40,11/06/2024,11/06/2024,,,
1214,CEO,other,general,United States of America,NorthAmerica,cpc-saasworthy,PC,75,11/06/2024,11/06/2024,,,
1215,Commissioning Manager,construction,checklists,"Taiwan, Province of China",APAC,cpc-google,PC,40,11/06/2024,,,,
1216,Admin. Assistant,education,scheduling,United States of America,NorthAmerica,cpc-pmp,PC,20,11/06/2024,11/06/2024,,,
1217,Owner,fitness,scheduling,United States of America,NorthAmerica,cpc-google,PC,40,11/06/2024,,,,
1218,Ceo,other,general,United States of America,NorthAmerica,insite,Mobile,40,11/06/2024,21/06/2024,,,
1219,Director,security,schedule,Canada,NorthAmerica,direct,PC,40,11/06/2024,12/06/2024,,25/06/2024,"1,416"
1220,Care giver,healthcare,schedule,United States of America,NorthAmerica,mobile,Mobile,40,11/06/2024,,,,
1221,Cashier,foodBeverages,general,United States of America,NorthAmerica,mobile,Mobile,40,11/06/2024,,,,
1222,Director,foodBeverages,timeTracking,Singapore,APAC,cpc-google,PC,20,11/06/2024,,,,
1223,Owner,foodBeverages,general,United States of America,NorthAmerica,cpc-google_pmax,PC,20,11/06/2024,,,,
1224,Owner,foodBeverages,schedule,United States of America,NorthAmerica,mobile,Mobile,20,11/06/2024,,,,
1225,Student,other,scheduling,Australia,APAC,cpc-google,PC,"3,000",11/06/2024,,,,
1226,Owner,retail,schedule,United States of America,NorthAmerica,organic,PC,20,11/06/2024,13/06/2024,12/06/2024,29/06/2024,348
1227,Owner,foodBeverages,general,United States of America,NorthAmerica,cpc-google_brand,PC,20,11/06/2024,12/06/2024,,09/08/2024,"1,128"
1228,Co-Owner,security,scheduling,United States of America,NorthAmerica,cpc-google_pmax,PC,40,11/06/2024,11/06/2024,,,
1229,Volunteer,healthcare,scheduling,United Kingdom,Europe,cpc-google,PC,20,11/06/2024,,,,
1230,Brand Manager,retail,general,Mongolia,APAC,organic,PC,75,11/06/2024,,,,
1231,Manager,foodBeverages,general,United States of America,NorthAmerica,mobile,Mobile,20,11/06/2024,,,,
1232,Administrator,education,scheduling,United States of America,NorthAmerica,cpc-pmp,PC,20,11/06/2024,,,,
1233,Owner,cleaning,general,United States of America,NorthAmerica,mobile,Mobile,20,11/06/2024,19/06/2024,,,
1234,owner,beautySpa,"timeClock,schedule",India,APAC,organic,PC,20,11/06/2024,,,,
1235,Safety Supervisor,transportation,checklists,United States of America,NorthAmerica,cpc-google,PC,"3,000",11/06/2024,,,,
1236,Admin,education,general,United States of America,NorthAmerica,cpc-google,Mobile,"3,000",11/06/2024,,,,
1237,Service Delivery Manager,staffing,timeTracking,Philippines,APAC,cpc-google,PC,40,11/06/2024,,,,
1238,Project Manager,other,general,Australia,APAC,,Mobile,20,11/06/2024,11/06/2024,,,
1239,Operations,other,communication,India,APAC,direct,PC,"3,000",11/06/2024,13/06/2024,,,
1240,linen department,events,timeClock,United States of America,NorthAmerica,mobile,Mobile,"3,000",11/06/2024,,,,
1241,Owner,foodBeverages,general,United States of America,NorthAmerica,cpc-google,Mobile,40,11/06/2024,,,,
1242,Front Desk,hospitality,chatAndUpdates,United States of America,NorthAmerica,mobile,Mobile,20,11/06/2024,11/06/2024,,,
1243,CEO,retail,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,11/06/2024,11/06/2024,,08/07/2024,420
1244,Operator,foodBeverages,scheduling,United States of America,NorthAmerica,cpc-google_pmax,PC,20,11/06/2024,,,,
1245,Administrator,healthcare,chatAndUpdates,United States of America,NorthAmerica,mobile,Mobile,40,11/06/2024,,,,
1246,Gerente,retail,general,Brazil,SouthAmerica,mobile,Mobile,40,11/06/2024,,,,
1247,Director Of Operation,retail,checklists,Singapore,APAC,cpc-google,PC,20,11/06/2024,,,,
1248,Staff engineer,entertainment,scheduling,Argentina,SouthAmerica,cpc-google,PC,750,11/06/2024,,,,
1249,Supervisor,healthcare,scheduling,United States of America,NorthAmerica,cpc-google_brand,PC,75,11/06/2024,,,,
1250,Owner,beautySpa,general,United States of America,NorthAmerica,cpc-Bingpaid_brand,PC,20,11/06/2024,11/06/2024,,,
1251,Safety supervision,construction,general,Singapore,APAC,mobile,Mobile,20,11/06/2024,,,,
1252,Lawyer,construction,checklists,Spain,Europe,organic,PC,750,11/06/2024,,,,
1253,Owner,foodBeverages,general,United States of America,NorthAmerica,mobile,Mobile,20,11/06/2024,,,,
1254,Residential Program Manager,healthcare,general,United States of America,NorthAmerica,cpc-google,PC,75,11/06/2024,,,,
1255,Peter's Executive Assistant,other,scheduling,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,11/06/2024,,,,
1256,HR,retail,schedule,United States of America,NorthAmerica,,Mobile,20,11/06/2024,,,,
1257,President,cleaning,timeTracking,United States of America,NorthAmerica,organic,PC,20,11/06/2024,11/06/2024,13/06/2024,,
1258,Owner,foodBeverages,scheduling,United States of America,NorthAmerica,,Mobile,20,11/06/2024,11/06/2024,,05/08/2024,420
1259,Boss,beautySpa,chatAndUpdates,United States of America,NorthAmerica,cpc-Bingpaid_brand,PC,20,11/06/2024,14/06/2024,,,
1260,Asst restaurant manager,foodBeverages,general,France,Europe,cpc-google,Mobile,20,11/06/2024,,,,
1261,Director,entertainment,scheduling,Canada,NorthAmerica,cpc-pmp,PC,20,11/06/2024,,,,
1262,Owner,hospitality,scheduling,Philippines,APAC,cpc-google,PC,20,11/06/2024,,,,
1263,Marketing,other,checklists,South Africa,Africa,cpc-google,PC,20,11/06/2024,,,,
1264,H&S Coordinator,construction,general,New Zealand,APAC,cpc-google_pmax,PC,20,11/06/2024,,,,
1265,Manager,other,chatAndUpdates,United States of America,NorthAmerica,cpc-google_brand,PC,40,11/06/2024,11/06/2024,,,
1266,קצב,other,timeClock,Israel,Israel,mobile,Mobile,"3,000",11/06/2024,,,,
1267,Admin,construction,timeTracking,United Kingdom,Europe,cpc-Bingpaid,PC,40,11/06/2024,,,,
1268,Restaurant,foodBeverages,general,Brazil,SouthAmerica,cpc-google,PC,20,11/06/2024,11/06/2024,,,
1269,Head of Operations,healthcare,general,United Kingdom,Europe,cpc-Bingpaid,PC,350,11/06/2024,11/06/2024,,,
1270,Operations,other,general,United Kingdom,Europe,organic,Mobile,350,11/06/2024,11/06/2024,,,
1271,owner,foodBeverages,general,United States of America,NorthAmerica,cpc-google,PC,40,11/06/2024,,,,
1272,Owner,fieldServices,general,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,11/06/2024,11/06/2024,17/06/2024,17/06/2024,"1,044"
1273,Office Manager,transportation,general,Canada,NorthAmerica,cpc-google,PC,40,11/06/2024,,,,
1274,CFO,cleaning,timeTracking,Canada,NorthAmerica,cpc-google_pmax,Mobile,20,11/06/2024,,,,
1275,Manager,other,scheduling,South Africa,Africa,cpc-pmp,PC,40,11/06/2024,,,,
1276,Deputy Chief,healthcare,scheduling,Canada,NorthAmerica,cpc-Bingpaid,PC,75,11/06/2024,11/06/2024,,,
1277,officemanager,construction,general,Hungary,Europe,cpc-Bingpaid_brand,PC,20,11/06/2024,11/06/2024,,,
1278,Manager,construction,general,Australia,APAC,cpc-google,PC,20,11/06/2024,11/06/2024,,,
1279,D,healthcare,timeClock,United States of America,NorthAmerica,mobile,Mobile,350,11/06/2024,,,,
1280,Dental Assistant,healthcare,general,United States of America,NorthAmerica,direct,Mobile,750,11/06/2024,,,,
1281,s,education,checklists,Philippines,APAC,cpc-google,PC,350,11/06/2024,,,,
1282,Project Manager,construction,general,New Zealand,APAC,organic,PC,20,11/06/2024,11/06/2024,,,
1283,Regional Manager,entertainment,general,United States of America,NorthAmerica,direct,PC,40,11/06/2024,11/06/2024,,12/06/2024,"4,312.80"
1284,Administración,other,general,Argentina,SouthAmerica,mobile,Mobile,20,11/06/2024,,,,
1285,Operations Manager,cleaning,general,South Africa,Africa,cpc-google,Mobile,20,11/06/2024,11/06/2024,,,
1286,Learning Designer,healthcare,general,Australia,APAC,cpc-elearningindustry,PC,750,11/06/2024,,,,
1287,HSS,healthcare,general,United States of America,NorthAmerica,partnerships-partnerstack,PC,"3,000",11/06/2024,,,,
1288,Owner,hospitality,timeTracking,United Kingdom,Europe,cpc-google,Mobile,20,11/06/2024,12/06/2024,13/06/2024,,
1289,Senior Director,other,general,South Africa,Africa,mobile,Mobile,75,11/06/2024,,,,
1290,Teamleiter,other,general,Germany,Europe,organic,PC,20,11/06/2024,11/06/2024,,,
1291,ceo,healthcare,general,Indonesia,APAC,organic,PC,350,11/06/2024,,,,
1292,MANAGER,other,timeTracking,Saudi Arabia,ArabStates,cpc-google,PC,40,11/06/2024,,,,
1293,Supervisor,construction,general,Canada,NorthAmerica,cpc-google_brand,PC,20,11/06/2024,11/06/2024,21/06/2024,25/06/2024,"1,188"
1294,director,retail,schedule,Peru,SouthAmerica,direct,PC,20,11/06/2024,,,,
1295,Teacher,education,schedule,United States of America,NorthAmerica,organic,PC,40,11/06/2024,,,,
1296,Manager,retail,scheduling,United States of America,NorthAmerica,cpc-google,Mobile,40,11/06/2024,12/06/2024,13/06/2024,,
1297,Director of Operations,manufacturing,general,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,11/06/2024,12/06/2024,,,
1298,f hjjb,cleaning,timeClock,Uzbekistan,APAC,mobile,Mobile,40,11/06/2024,,,,
1299,Education Director,education,timeTracking,Mexico,NorthAmerica,cpc-google,PC,20,11/06/2024,,,,
1300,Manager,retail,schedule,Ireland,Europe,mobile,Mobile,20,11/06/2024,,,,
1301,Security officer,security,timeOff,United States of America,NorthAmerica,mobile,Mobile,75,11/06/2024,,,,
1302,заместитель директора по развитию,retail,general,Kazakhstan,APAC,partnerships-partnerstack,PC,150,11/06/2024,,,,
1303,CEO,logistics,timeTracking,Australia,APAC,cpc-google,PC,20,11/06/2024,21/06/2024,,04/08/2024,"1,260"
1304,Sous Chef,foodBeverages,general,United States of America,NorthAmerica,cpc-Bingpaid,PC,40,11/06/2024,,,,
1305,General Labor,construction,timeClock,United States of America,NorthAmerica,mobile,Mobile,150,11/06/2024,11/06/2024,,,
1306,Assistant Manager,construction,general,Malaysia,APAC,organic,PC,20,11/06/2024,11/06/2024,,,
1307,Operations,construction,"timeClock,schedule",United States of America,NorthAmerica,cpc-google,PC,20,11/06/2024,11/06/2024,12/06/2024,,
1308,Director of Coffee and Operations,foodBeverages,general,United States of America,NorthAmerica,organic,PC,20,11/06/2024,,,,
1309,Customer Assurance Controller,security,general,Ireland,Europe,cpc-google,Mobile,150,11/06/2024,12/06/2024,,,
1310,SHE,construction,taskManagement,South Africa,Africa,cpc-google,PC,150,11/06/2024,,,,
1311,OWNER,healthcare,general,United States of America,NorthAmerica,cpc-google,PC,20,11/06/2024,11/06/2024,,13/09/2024,624
1312,Founder/CEO,healthcare,general,Sierra Leone,Africa,mobile,Mobile,20,11/06/2024,,,,
1313,Employee,other,timeClock,Viet Nam,APAC,organic,PC,40,11/06/2024,11/06/2024,,,
1314,IT Co-Ordinator,education,general,Zambia,Africa,organic,PC,350,11/06/2024,11/06/2024,,,
1315,Business Development,cleaning,timeTracking,United States of America,NorthAmerica,cpc-google,PC,150,11/06/2024,11/06/2024,17/06/2024,17/06/2024,"17,632.80"
1316,Medical Biller,healthcare,timeTracking,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,11/06/2024,,,,
1317,Fashionista,healthcare,general,United Kingdom,Europe,organic,PC,750,11/06/2024,,,,
1318,OWNER,other,general,United States of America,NorthAmerica,cpc-google,PC,75,11/06/2024,12/06/2024,12/06/2024,,
1319,security,security,"timeClock,schedule",Sweden,Europe,cpc-google,PC,20,11/06/2024,,,,
1320,Store Manager,retail,general,Guam,APAC,organic,PC,20,11/06/2024,,,,
1321,PMO,other,scheduling,India,APAC,organic,PC,20,11/06/2024,,,,
1322,Assistant Manager,governmental,scheduling,Singapore,APAC,insite,PC,40,11/06/2024,,,,
1323,Intern,other,checklists,Trinidad and Tobago,NorthAmerica,organic,PC,"3,000",11/06/2024,,,,
1324,Owner,foodBeverages,scheduling,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,11/06/2024,,25/06/2024,,
1325,Staff Director,fitness,scheduling,United States of America,NorthAmerica,cpc-pmp,PC,40,11/06/2024,,,,
1326,Line leader,manufacturing,timeTracking,Ireland,Europe,cpc-google_pmax,Mobile,20,11/06/2024,,,,
1327,Volunteer,religious,scheduling,United States of America,NorthAmerica,partnerships-partnerstack,PC,75,11/06/2024,,,,
1328,Manager,cleaning,general,Kenya,Africa,organic,PC,20,11/06/2024,11/06/2024,,,
1329,Data Base Network Developer Admin,religious,timeTracking,United States of America,NorthAmerica,cpc-google,PC,"3,000",11/06/2024,,,,
1330,Administrator,manufacturing,general,Philippines,APAC,insite,PC,40,11/06/2024,12/06/2024,,,
